SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
UDAYJEW,Uday Jewellery Industries Limited,EQ,17-Aug-26,10,1,INE551B01012,10
UDS,Updater Services Limited,EQ,04-Oct-23,10,1,INE851I01011,10
UEL,Ujaas Energy Limited,EQ,16-Apr-24,1,1,INE899L01030,1
UFLEX,UFLEX Limited,EQ,23-Aug-95,10,1,INE516A01017,10
UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-Aug-10,1,1,INE071E01023,1
UGROCAP,Ugro Capital Limited,EQ,11-Aug-21,10,1,INE583D01011,10
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-Dec-19,10,1,INE551W01018,10
ULTRACEMCO,UltraTech Cement Limited,EQ,24-Aug-04,10,1,INE481G01011,10
ULTRAMAR,Ultramarine & Pigments Limited,EQ,20-Apr-26,2,1,INE405A01021,2
UMIYA-MRO,UMIYA BUILDCON LIMITED,EQ,01-Nov-00,5,1,INE398B01018,5
UNICHEMLAB,Unichem Laboratories Limited,EQ,07-Feb-01,2,1,INE351A01035,2
UNIECOM,Unicommerce Esolutions Limited,EQ,13-Aug-24,1,1,INE00U401027,1
UNIMECH,Unimech Aerospace and Manufacturing Limited,EQ,31-Dec-24,5,1,INE0U3I01011,5
UNIONBANK,Union Bank of India,EQ,24-Sep-02,10,1,INE692A01016,10
UNIPARTS,Uniparts India Limited,EQ,12-Dec-22,10,1,INE244O01017,10
UNITDSPR,United Spirits Limited,EQ,27-Sep-01,2,1,INE854D01024,2
UNITECH,Unitech Limited,EQ,08-Sep-99,2,1,INE694A01020,2
UNIVCABLES,Universal Cables Limited,EQ,17-May-95,10,1,INE279A01012,10
UNOMINDA,UNO Minda Limited,EQ,02-Feb-07,2,1,INE405E01023,2
UPL,UPL Limited,EQ,23-Jan-04,2,1,INE628A01036,2
URBANCO,Urban Company Limited,EQ,17-Sep-25,1,1,INE0CAZ01013,1
URJA,Urja Global Limited,EQ,28-Mar-17,1,1,INE550C01020,1
USHAMART,Usha Martin Limited,EQ,11-Oct-00,1,1,INE228A01035,1
UTIAMC,UTI Asset Management Company Limited,EQ,12-Oct-20,10,1,INE094J01016,10
UTKARSHBNK,Utkarsh Small Finance Bank Limited,EQ,21-Jul-23,10,1,INE735W01017,10
UTLSOLAR,Fujiyama Power Systems Limited,EQ,20-Nov-25,1,1,INE12UR01024,1
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,10-Apr-06,10,1,INE786F01031,10
V2RETAIL,V2 Retail Limited,EQ,04-Jul-07,1,1,INE945H01021,1
VADILALIND,Vadilal Industries Limited,EQ,15-Jun-11,10,1,INE694D01016,10
VAIBHAVGBL,Vaibhav Global Limited,EQ,05-Apr-04,2,1,INE884A01027,2
VALIANTLAB,Valiant Laboratories Limited,EQ,06-Oct-23,10,1,INE0JWS01017,10
VAML,Vedanta Aluminium Metal Limited,EQ,15-Jun-26,1,1,INE1CDF01017,1
VARROC,Varroc Engineering Limited,EQ,06-Jul-18,1,1,INE665L01035,1
VASCONEQ,Vascon Engineers Limited,EQ,15-Feb-10,10,1,INE893I01013,10
VBL,Varun Beverages Limited,EQ,08-Nov-16,2,1,INE200M01039,2
VEDL,Vedanta Limited,EQ,13-May-98,1,1,INE205A01025,1
VEDPOWER,Vedanta Power Limited,EQ,15-Jun-26,10,1,INE694L01019,10
VEEDOL,Veedol Corporation Limited,EQ,16-Jan-07,2,1,INE484C01030,2
VENKEYS,Venky's (India) Limited,EQ,28-Jul-03,10,1,INE398A01010,10
VENTIVE,Ventive Hospitality Limited,EQ,30-Dec-24,1,1,INE781S01027,1
VENUSPIPES,Venus Pipes & Tubes Limited,EQ,24-May-22,10,1,INE0JA001018,10
VERANDA,Veranda Learning Solutions Limited,EQ,11-Apr-22,10,1,INE0IQ001011,10
VESUVIUS,Vesuvius India Limited,EQ,04-Oct-02,1,1,INE386A01023,1
VGL,VARVEE GLOBAL LIMITED,EQ,21-Nov-06,5,1,INE273D01027,5
VGUARD,V-Guard Industries Limited,EQ,13-Mar-08,1,1,INE951I01027,1
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,02-Mar-16,1,1,INE632C01026,1
VIDYAWIRES,Vidya Wires Limited,EQ,10-Dec-25,1,1,INE14UN01029,1
VIJAYA,Vijaya Diagnostic Centre Limited,EQ,14-Sep-21,1,1,INE043W01024,1
VIKRAMSOLR,Vikram Solar Limited,EQ,26-Aug-25,10,1,INE078V01014,10
VIKRAN,Vikran Engineering Limited,EQ,03-Sep-25,1,1,INE01R501028,1
VIMTALABS,Vimta Labs Limited,EQ,15-Dec-05,2,1,INE579C01029,2
VINATIORGA,Vinati Organics Limited,EQ,28-Jul-09,1,1,INE410B01037,1
VINCOFE,Vintage Coffee And Beverages Limited,EQ,18-Oct-24,10,1,INE498Q01014,10
VINDHYATEL,Vindhya Telelinks Limited,EQ,08-Feb-95,10,1,INE707A01012,10
VIPIND,VIP Industries Limited,EQ,02-Mar-05,2,1,INE054A01027,2
VIRAT,Virat Industries Limited,EQ,17-Aug-26,10,1,INE467D01017,10
VISAKAIND,Visaka Industries Limited,EQ,28-Aug-96,2,1,INE392A01021,2
VISHAL,Vishal Fabrics Limited,EQ,17-Aug-26,5,1,INE755Q01025,5
VISHNU,Vishnu Chemicals Limited,EQ,05-Mar-15,2,1,INE270I01022,2
VISL,Vedanta Iron and Steel Limited,EQ,15-Jun-26,1,1,INE1CLE01013,1
VIYASH,Viyash Scientific Limited,EQ,10-Mar-16,2,1,INE807F01027,2
VMART,V-Mart Retail Limited,EQ,20-Feb-13,10,1,INE665J01013,10
VMM,Vishal Mega Mart Limited,EQ,18-Dec-24,10,1,INE01EA01019,10
VOEPL,Virtuoso Optoelectronics Limited,EQ,01-Jul-26,10,1,INE0I0T01010,10
VOGL,Vedanta Oil and Gas Limited,EQ,15-Jun-26,1,1,INE704J01044,1
VOLTAMP,Voltamp Transformers Limited,EQ,20-Sep-06,10,1,INE540H01012,10
VOLTAS,Voltas Limited,EQ,12-Apr-95,1,1,INE226A01021,1
VPRPL,Vishnu Prakash R Punglia Limited,EQ,05-Sep-23,10,1,INE0AE001013,10
VRAJ,Vraj Iron and Steel Limited,EQ,03-Jul-24,10,1,INE0S2V01010,10
VRLLOG,VRL Logistics Limited,EQ,30-Apr-15,10,1,INE366I01010,10
VSSL,Vardhman Special Steels Limited,EQ,17-May-12,10,1,INE050M01012,10
VSTIND,VST Industries Limited,EQ,05-Sep-03,10,1,INE710A01016,10
VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,20-Jun-11,10,1,INE764D01017,10
VTL,Vardhman Textiles Limited,EQ,14-Jan-03,2,1,INE825A01020,2
WAAREEENER,Waaree Energies Limited,EQ,28-Oct-24,10,1,INE377N01017,10
WAAREEINDO,Indosolar Limited,EQ,29-Sep-10,10,1,INE866K01023,10
WAAREERTL,Waaree Renewable Technologies Limited,EQ,09-Apr-25,2,1,INE299N01021,2
WABAG,VA Tech Wabag Limited,EQ,13-Oct-10,2,1,INE956G01038,2
WAKEFIT,Wakefit Innovations Limited,EQ,15-Dec-25,1,1,INE0E7301029,1
WALCHANNAG,Walchandnagar Industries Limited,EQ,18-Sep-96,2,1,INE711A01022,2
WANBURY,Wanbury Limited,EQ,29-Jan-07,10,1,INE107F01022,10
WCIL,Western Carriers (India) Limited,EQ,24-Sep-24,5,1,INE0CJF01024,5
WEBELSOLAR,Websol Energy System Limited,EQ,15-May-07,1,1,INE855C01023,1
WEL,Wonder Electricals Limited,EQ,17-Jan-22,1,1,INE02WG01024,1
WELCORP,Welspun Corp Limited,EQ,24-May-05,5,1,INE191B01025,5
WELENT,Welspun Enterprises Limited,EQ,04-Nov-04,10,1,INE625G01013,10
WELSPLSOL,Welspun Specialty Solutions Limited,EQ,20-Apr-26,6,1,INE731F01037,6
WELSPUNLIV,Welspun Living Limited,EQ,04-Dec-03,1,1,INE192B01031,1
WENDT,Wendt (India) Limited,EQ,07-Aug-06,10,1,INE274C01019,10
WESTLIFE,WESTLIFE FOODWORLD LIMITED,EQ,05-Jun-23,2,1,INE274F01020,2
WEWORK,WeWork India Management Limited,EQ,10-Oct-25,10,1,INE085001019,10
WHEELS,Wheels India Limited,EQ,07-Apr-00,10,1,INE715A01015,10
WHIRLPOOL,Whirlpool of India Limited,EQ,06-Apr-10,10,1,INE716A01013,10
WINDLAS,Windlas Biotech Limited,EQ,16-Aug-21,5,1,INE0H5O01029,5
WINDMACHIN,Windsor Machines Limited,EQ,17-Aug-11,2,1,INE052A01021,2
WIPRO,Wipro Limited,EQ,08-Nov-95,2,1,INE075A01022,2
WOCKPHARMA,Wockhardt Limited,EQ,23-Feb-00,5,1,INE049B01025,5
WONDERLA,Wonderla Holidays Limited,EQ,09-May-14,10,1,INE066O01014,10
WPIL,WPIL Limited,EQ,20-Apr-26,1,1,INE765D01022,1
WSTCSTPAPR,West Coast Paper Mills Limited,EQ,17-Jan-01,2,1,INE976A01021,2
XCHANGING,Xchanging Solutions Limited,EQ,09-Mar-05,10,1,INE692G01013,10
XPROINDIA,Xpro India Limited,EQ,27-Apr-04,10,1,INE445C01015,10
XTRANET,Xtranet Technologies Limited,EQ,30-Jul-26,10,1,INE0NG701011,10
YASHO,Yasho Industries Limited,EQ,21-Aug-23,10,1,INE616Z01012,10
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,EQ,07-Aug-23,10,1,INE0JO301016,10
YATRA,Yatra Online Limited,EQ,28-Sep-23,1,1,INE0JR601024,1
YESBANK,Yes Bank Limited,EQ,12-Jul-05,2,1,INE528G01035,2
YUKEN,Yuken India Limited,EQ,02-Sep-21,10,1,INE384C01016,10
ZAGGLE,Zaggle Prepaid Ocean Services Limited,EQ,22-Sep-23,1,1,INE07K301024,1
ZEEL,Zee Entertainment Enterprises Limited,EQ,09-Sep-98,1,1,INE256A01028,1
ZEEMEDIA,Zee Media Corporation Limited,EQ,10-Jan-07,1,1,INE966H01019,1
ZENSARTECH,Zensar Technologies Limited,EQ,09-Jul-03,2,1,INE520A01027,2
ZENTEC,Zen Technologies Limited,EQ,30-Mar-15,1,1,INE251B01027,1
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,EQ,01-Oct-08,5,1,INE342J01019,5
ZFSTEERING,ZF Steering Gear (India) Limited,EQ,20-Apr-26,10,1,INE116C01012,10
ZIMLAB,Zim Laboratories Limited,EQ,25-Nov-22,10,1,INE518E01015,10
ZOTA,Zota Health Care LImited,EQ,19-Aug-19,10,1,INE358U01012,10
ZUARI,Zuari Agro Chemicals Limited,EQ,27-Nov-12,10,1,INE840M01016,10
ZUARIIND,ZUARI INDUSTRIES LIMITED,EQ,12-Apr-95,10,1,INE217A01012,10
ZYDUSLIFE,Zydus Lifesciences Limited,EQ,18-Apr-00,1,1,INE010B01027,1
ZYDUSWELL,Zydus Wellness Limited,EQ,13-Nov-09,2,1,INE768C01028,2
